tender_no.,award_date,tender_description,agency,awarded_amt,tender_detail_status,supplier_name
SSG000ETT17000014,2017-08-01,Provision of Training Outcome Survey (TOS) 2017,SkillsFuture Singapore,217760,Awarded to Suppliers,XPRESSWORKS PTE LTD
SSG000ETT17000015,2017-12-12,Implementation of Enterprise Content Management platform with an option for maintenance,SkillsFuture Singapore,890890,Awarded to Suppliers,OPEN TEXT (ASIA) PTE. LTD.
SSG000ETT17000016,2017-11-02,Provision of Business Continuity Management (BCM) Consultancy Services,SkillsFuture Singapore,105300,Awarded to Suppliers,DELOITTE & TOUCHE ENTERPRISE RISK SERVICES PTE LTD
SSG000ETT17000017,2017-12-21,Provision of consultancy services for the conduct of wage study for Wholesale Trade Sector and the development of the Skills Framework for Wholesale Trade,SkillsFuture Singapore,851200,Awarded to Suppliers,ERNST & YOUNG ADVISORY PTE. LTD.
SSG000ETT17000018,2017-11-09,APPOINTMENT OF SUPPORTING PARTNER TO RAMP UP SKILLSFUTURE EARN AND LEARN PROGRAMME (ELP) OUTREACH AND PLACEMENT,SkillsFuture Singapore,124290,Awarded to Suppliers,GLINTS INTERN PTE. LTD.
SSG000ETT17000021,2017-12-15,Business and ICT Research & Advisory Services,SkillsFuture Singapore,143500,Awarded to Suppliers,GARTNER ADVISORY (SINGAPORE) PTE LTD
SSG000ETT17000023,2017-11-28,Appointment of Service Provider(s) for Industry-Wide Course Fees Insurance Scheme,SkillsFuture Singapore,65,Awarded to Suppliers,LIBERTY INSURANCE PTE LTD
SSG000ETT17000023,2017-11-28,Appointment of Service Provider(s) for Industry-Wide Course Fees Insurance Scheme,SkillsFuture Singapore,34,Awarded to Suppliers,LONPAC INSURANCE BHD
SSG000ETT17000025,2017-12-26,Provision of consultancy services for development of the Skills Framework for Design,SkillsFuture Singapore,679890,Awarded to Suppliers,WILLIS TOWERS WATSON CONSULTING (SINGAPORE) PTE. LTD.
WDA000ETT16000022,2016-10-03,Provision of consultancy services for development of the Skills Framework for Logistics,SkillsFuture Singapore,572500,Awarded to Suppliers,ERNST & YOUNG SOLUTIONS LLP
WDA000ETT16000028,2016-11-05,Provision of Consultancy Services for Energy and Chemicals sector,SkillsFuture Singapore,378000,Awarded to Suppliers,SITE GROUP INTERNATIONAL PTE. LTD.
WDA000ETT16000029,2016-10-21,Provision of Wireless@SG,SkillsFuture Singapore,42168.3,Awarded to Suppliers,M1 NET LTD.
WDA000ETT16000030,2016-11-28,"Supply, Delivery, Installation, Testing and Commissioning of a Fully Operational Resource Booking System",SkillsFuture Singapore,200737,Awarded to Suppliers,ANACLE SYSTEMS LIMITED
